schema_version	candidate_id	gene	priority_tier	mapping_status	tier1_grade	magma_tested_traits	magma_significant_traits	magma_min_p	qtl_routes	qtl_signal_routes	qtl_exact_routes	qtl_scope_status	valid_coloc_routes	final_gene_level_grade	gene_level_support_basis	interpretation_note
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0104	MAGEF1	P2	mapped_by_symbol	none_found	4	0	0.16656	6	3	3	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0105	MAP1LC3A	P2	mapped_by_symbol	none_found	4	0	0.035289	4	4	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0106	MAP1LC3B	P2	mapped_by_symbol	none_found	4	0	0.00016466	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0107	MAPKAPK5-AS1	P2	mapped_by_symbol	none_found	0	0	NA	2	0	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0108	MBNL1	P2	mapped_by_symbol	none_found	4	0	0.0011931	2	2	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0109	MDH1	P3	mapped_by_symbol	none_found	4	0	0.58387	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0110	MEIS2	P2	mapped_by_symbol	none_found	4	0	0.027934	2	2	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0111	METTL21A	P2	mapped_by_symbol	none_found	4	0	0.33496	4	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0112	MIPOL1	P1	mapped_by_symbol	none_found	4	0	0.45655	4	4	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0113	MKLN1	P3	mapped_by_symbol	none_found	4	0	0.086917	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0114	MOAP1	P2	mapped_by_symbol	none_found	4	0	0.089525	2	0	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0115	MSMO1	P2	mapped_by_symbol	none_found	4	0	0.16389	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0116	MT3	P2	mapped_by_symbol	none_found	4	0	0.71729	4	0	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0117	MTSS1	P3	mapped_by_symbol	none_found	4	0	0.12469	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0118	MYO18A	P2	mapped_by_symbol	none_found	4	0	0.078269	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0119	MYO9A	P3	mapped_by_symbol	none_found	4	0	0.027379	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0120	NAB2	P3	mapped_by_symbol	none_found	4	0	0.19464	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0121	NAP1L5	P3	mapped_by_symbol	none_found	4	0	0.16517	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0122	NCOA1	P2	mapped_by_symbol	none_found	4	0	0.21037	2	2	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0123	NECAP1	P3	mapped_by_symbol	none_found	4	0	0.02773	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0124	NHP2	P3	mapped_by_symbol	none_found	4	0	0.054274	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0125	NOXA1	P3	mapped_by_symbol	none_found	4	0	0.14143	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0126	NRBP2	P3	mapped_by_symbol	none_found	4	0	0.41544	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0127	OGA	P2	mapped_by_symbol	none_found	4	0	0.02127	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0128	OST4	P3	mapped_by_symbol	none_found	4	0	0.10008	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0129	PAPOLA	P1	mapped_by_symbol	none_found	4	0	0.0076594	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0130	PCBP4	P2	mapped_by_symbol	none_found	4	0	0.046037	6	6	3	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0131	PDE5A	P3	mapped_by_symbol	none_found	4	0	0.24718	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0132	PDS5B	P3	mapped_by_symbol	none_found	4	0	0.1532	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0133	PER3	P2	mapped_by_symbol	none_found	4	0	0.17542	4	4	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0134	PGAM1	P2	mapped_by_symbol	none_found	4	0	0.046705	8	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0135	PGK1	P2	mapped_by_symbol	none_found	0	0	NA	6	0	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0136	PHF11	P3	mapped_by_symbol	none_found	4	0	0.0019546	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0137	PHF3	P3	mapped_by_symbol	none_found	4	0	0.047416	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0138	PHTF2	P3	mapped_by_symbol	none_found	4	0	0.14411	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0139	PLCG2	P2	mapped_by_symbol	strong	4	1	3.0507e-11	6	3	3	assessed_P1_P2	0	strong	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0140	POLR2K	P3	mapped_by_symbol	none_found	4	0	0.0353	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0141	PPP4R4	P3	mapped_by_symbol	none_found	4	0	0.45932	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0142	PRDX1	P2	mapped_by_symbol	none_found	4	0	0.63726	6	6	3	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0143	PSMB6	P2	mapped_by_symbol	none_found	4	0	0.042972	6	0	3	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0144	PTGES3	P2	mapped_by_symbol	none_found	4	0	0.10748	2	1	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0145	PTMA	P3	mapped_by_symbol	none_found	4	0	0.070123	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0146	RAB6B	P3	mapped_by_symbol	none_found	4	0	0.68267	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0147	RABAC1	P2	mapped_by_symbol	weak	4	0	0.0093223	8	4	4	assessed_P1_P2	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0148	RAN	P3	mapped_by_symbol	none_found	4	0	0.17632	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0149	RBM22	P3	mapped_by_symbol	none_found	4	0	0.033919	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0150	RFLNA	P3	mapped_by_symbol	none_found	4	0	0.002691	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0151	RGS11	P3	mapped_by_symbol	none_found	4	0	0.072688	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0152	RNF7	P3	mapped_by_symbol	none_found	4	0	0.031938	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0153	RPL11	P2	mapped_by_symbol	none_found	4	0	0.18133	20	1	7	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0154	RPL15	P2	mapped_by_symbol	none_found	4	0	0.0025945	14	7	7	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0155	RPL29	P2	mapped_by_symbol	none_found	4	0	0.041757	6	6	3	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0156	RPL35A	P3	mapped_by_symbol	none_found	4	0	0.30646	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0157	RPL36	P2	mapped_by_symbol	none_found	4	0	0.50234	4	4	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0158	RPL36AL	P2	mapped_by_symbol	none_found	4	0	0.24623	8	8	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0159	RPL38	P2	mapped_by_symbol	none_found	4	0	0.22922	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0160	RPL6	P2	mapped_by_symbol	none_found	4	0	0.27793	6	3	3	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0161	RPL7L1	P2	mapped_by_symbol	none_found	4	0	0.10044	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0162	RPL8	P3	mapped_by_symbol	none_found	4	0	0.029449	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0163	RPLP1	P2	mapped_by_symbol	none_found	4	0	0.28486	16	8	5	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0164	RPLP2	P2	mapped_by_symbol	none_found	4	0	0.19391	8	8	4	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0165	RPS11	P3	mapped_by_symbol	none_found	4	0	0.17624	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0166	RPS13	P2	mapped_by_symbol	none_found	4	0	0.24622	10	0	5	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0167	RPS15	P2	mapped_by_symbol	none_found	4	0	0.8418	22	15	11	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0168	RPS25	P2	mapped_by_symbol	none_found	4	0	0.24131	4	3	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0169	RPS27A	P3	mapped_by_symbol	none_found	4	0	0.048849	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0170	RPS4X	P2	mapped_by_symbol	none_found	0	0	NA	4	0	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0171	RPS6	P3	mapped_by_symbol	none_found	4	0	0.18717	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0172	RPS7	P3	mapped_by_symbol	none_found	4	0	0.12066	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0173	RRAGA	P2	mapped_by_symbol	none_found	4	0	0.19341	2	0	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0174	RXRA	P3	mapped_by_symbol	none_found	4	0	0.028405	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0175	SAMD4B	P3	mapped_by_symbol	none_found	4	0	0.41024	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0176	SAP18	P3	mapped_by_symbol	none_found	4	0	0.24643	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0177	SARAF	P2	mapped_by_symbol	none_found	4	0	0.036303	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0178	SAT2	P3	mapped_by_symbol	weak	4	0	0.015231	0	0	0	not_run_preregistered_P3_stop	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0179	SBNO2	P3	mapped_by_symbol	none_found	4	0	0.0012157	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0180	SCAMP1	P3	mapped_by_symbol	none_found	4	0	0.13161	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0181	SELENBP1	P3	mapped_by_symbol	none_found	4	0	0.093149	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0182	SELENOM	P2	mapped_by_symbol	none_found	4	0	0.094259	14	12	7	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0183	SELENOW	P2	mapped_by_symbol	weak	4	0	0.43037	12	10	6	assessed_P1_P2	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0184	SEMA3B	P3	mapped_by_symbol	none_found	0	0	NA	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0185	SHMT1	P2	mapped_by_symbol	weak	4	0	0.0038407	2	2	1	assessed_P1_P2	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0186	SLC11A1	P2	mapped_by_symbol	none_found	4	0	0.33171	2	2	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0187	SLC35D2	P2	mapped_by_symbol	none_found	4	0	0.15098	2	2	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0188	SLMAP	P3	mapped_by_symbol	none_found	4	0	0.034337	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0189	SMARCA1	P3	mapped_by_symbol	none_found	0	0	NA	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0190	SNAP25-AS1	P3	mapped_by_symbol	none_found	0	0	NA	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0191	SPATS2L	P2	mapped_by_symbol	none_found	4	0	0.72107	4	4	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0192	SPCS1	P3	mapped_by_symbol	none_found	4	0	0.17309	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0193	SRSF7	P2	mapped_by_symbol	none_found	4	0	0.11398	4	3	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0194	SSR2	P2	mapped_by_symbol	none_found	4	0	0.25776	4	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0195	STAT3	P3	mapped_by_symbol	none_found	4	0	0.26242	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0196	STMN1	P3	mapped_by_symbol	none_found	4	0	0.0065235	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0197	SYN1	P2	mapped_by_symbol	none_found	0	0	NA	8	0	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0198	TAP1	P2	mapped_by_symbol	none_found	4	0	0.13555	2	2	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0199	TBC1D8	P2	mapped_by_symbol	none_found	4	0	0.065551	2	2	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0200	TBCK	P3	mapped_by_symbol	none_found	4	0	0.0017454	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0201	TCEAL2	P3	mapped_by_symbol	none_found	0	0	NA	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0202	TCEAL5	P3	mapped_by_symbol	none_found	0	0	NA	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0203	TCEAL7	P2	mapped_by_symbol	none_found	0	0	NA	2	0	0	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0204	TENM1	P3	mapped_by_symbol	none_found	0	0	NA	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0205	TM7SF3	P3	mapped_by_symbol	none_found	4	0	0.096965	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0206	TMBIM1	P3	mapped_by_symbol	none_found	4	0	0.065203	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0207	TMEM147	P2	mapped_by_symbol	none_found	4	0	0.48735	8	4	4	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
