schema_version	candidate_id	gene	priority_tier	direct_mapping_rows	direct_best_inclusion_score	direct_min_p	direct_rsids	workbook_twas_significant	workbook_ctwas_significant	workbook_mr_significant	in_public_twas_list	in_public_gvc_list	window_variant_rows	window_min_p	window_max_inclusion_score	window_cs95_variants	grade
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0180	SCAMP1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0181	SELENBP1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0182	SELENOM	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0183	SELENOW	P2	0	NA	NA		False	False	False	True	False	39	1.71598072003324e-08	1.0	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0184	SEMA3B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0185	SHMT1	P2	8	0.607159546549572	5.40586322360628e-06	rs113978084|rs12450483|rs2290507|rs28364627|rs57808902|rs67826234	False	False	False	False	True	32	3.41827873726012e-06	0.607159546543322	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0186	SLC11A1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0187	SLC35D2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0188	SLMAP	P3	0	NA	NA		False	False	False	False	False	4	1.23699999996718e-08	0.758256275526158	4	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0189	SMARCA1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0190	SNAP25-AS1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0191	SPATS2L	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0192	SPCS1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0193	SRSF7	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0194	SSR2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0195	STAT3	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0196	STMN1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0197	SYN1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0198	TAP1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0199	TBC1D8	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0200	TBCK	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0201	TCEAL2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0202	TCEAL5	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0203	TCEAL7	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0204	TENM1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0205	TM7SF3	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0206	TMBIM1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0207	TMEM147	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0208	TMEM160	P3	0	NA	NA		False	False	False	True	False	0	NA	NA	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0209	TNIK	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0210	TPI1	P2	0	NA	NA		False	False	False	False	False	20	5.74517733813677e-07	0.591676326099856	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0211	TRERF1	P2	0	NA	NA		False	False	False	False	False	28	4.37904554581115e-07	0.177351641894379	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0212	TRIR	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0213	TTC8	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0214	TTF1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0215	TUBA1A	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0216	TUBB2B	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0217	TXNDC9	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0218	UBB	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0219	UBC	P2	1	0.924788471638034	2.86874916884027e-06	rs12582221	False	False	False	False	False	2	2.86874916884027e-06	0.999943726991725	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0220	ULK2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0221	USP39	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0222	VPS37A	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0223	WDR6	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0224	WDR82	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0225	ZNF254	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0226	ZNF280D	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0227	ZNF428	P2	0	NA	NA		False	False	False	True	False	0	NA	NA	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0228	ZNF738	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
