schema_version	rds_id	canonical_symbol	symbol_hgnc_current	reference_class	hgnc_id	ensembl_id_stable	chromosome	gene_type	sub_mito_localization	mapped_feature	measured	test_eligible
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH1L1	ALDH1L1	core_mito_protein	HGNC:3978	ENSG00000144908	chr3	protein_coding	Matrix	ALDH1L1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH1L2	ALDH1L2	core_mito_protein	HGNC:26777	ENSG00000136010	chr12	protein_coding	Matrix	ALDH1L2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH2	ALDH2	core_mito_protein	HGNC:404	ENSG00000111275	chr12	protein_coding	Matrix	ALDH2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH3A2	ALDH3A2	core_mito_protein	HGNC:403	ENSG00000072210	chr17	protein_coding	Membrane	ALDH3A2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH4A1	ALDH4A1	core_mito_protein	HGNC:406	ENSG00000159423	chr1	protein_coding	Matrix	ALDH4A1	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH5A1	ALDH5A1	core_mito_protein	HGNC:408	ENSG00000112294	chr6	protein_coding	Matrix	ALDH5A1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH6A1	ALDH6A1	core_mito_protein	HGNC:7179	ENSG00000119711	chr14	protein_coding	MIM	ALDH6A1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH7A1	ALDH7A1	core_mito_protein	HGNC:877	ENSG00000164904	chr5	protein_coding	Matrix	ALDH7A1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALDH9A1	ALDH9A1	core_mito_protein	HGNC:412	ENSG00000143149	chr1	protein_coding	Matrix	ALDH9A1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALKBH1	ALKBH1	core_mito_protein	HGNC:17911	ENSG00000100601	chr14	protein_coding	Matrix	ALKBH1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ALKBH7	ALKBH7	core_mito_protein	HGNC:21306	ENSG00000125652	chr19	protein_coding	Matrix	ALKBH7	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	AMACR	AMACR	core_mito_protein	HGNC:451	ENSG00000242110	chr5	protein_coding	Matrix	AMACR	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	AMT	AMT	core_mito_protein	HGNC:473	ENSG00000145020	chr3	protein_coding	Matrix	AMT	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ANGEL2	ANGEL2	core_mito_protein	HGNC:30534	ENSG00000174606	chr1	protein_coding	Matrix	ANGEL2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ANTKMT	ANTKMT	core_mito_protein	HGNC:14152	ENSG00000103254	chr16	protein_coding	MIM	FAM173A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	APEX1	APEX1	core_mito_protein	HGNC:587	ENSG00000100823	chr14	protein_coding	Matrix	APEX1;HAP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	APOO	APOO	core_mito_protein	HGNC:28727	ENSG00000184831	chrX	protein_coding	MIM	APOO	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	APOOL	APOOL	core_mito_protein	HGNC:24009	ENSG00000155008	chrX	protein_coding	MIM	APOOL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARF5	ARF5	core_mito_protein	HGNC:658	ENSG00000004059	chr7	protein_coding	unknown	ARF5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARG2	ARG2	core_mito_protein	HGNC:664	ENSG00000081181	chr14	protein_coding	Matrix	ARG2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARL2	ARL2	core_mito_protein	HGNC:693	ENSG00000213465	chr11	protein_coding	IMS	ARL2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARMC10	ARMC10	core_mito_protein	HGNC:21706	ENSG00000170632	chr7	protein_coding	MOM	ARMC10	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARMCX1	ARMCX1	core_mito_protein	HGNC:18073	ENSG00000126947	chrX	protein_coding	MOM	ARMCX1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARMCX2	ARMCX2	core_mito_protein	HGNC:16869	ENSG00000184867	chrX	protein_coding	Membrane	ARMCX2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARMCX3	ARMCX3	core_mito_protein	HGNC:24065	ENSG00000102401	chrX	protein_coding	MOM	ARMCX3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ARMCX6	ARMCX6	core_mito_protein	HGNC:26094	ENSG00000198960	chrX	protein_coding	Membrane	ARMCX6	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATAD1	ATAD1	core_mito_protein	HGNC:25903	ENSG00000138138	chr10	protein_coding	MOM	ATAD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATAD3A	ATAD3A	core_mito_protein	HGNC:25567	ENSG00000197785	chr1	protein_coding	MIM	ATAD3A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATAD3B	ATAD3B	core_mito_protein	HGNC:24007	ENSG00000160072	chr1	protein_coding	MIM	ATAD3B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP23	ATP23	core_mito_protein	HGNC:29452	ENSG00000166896	chr12	protein_coding	IMS	ATP23	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5F1A	ATP5F1A	core_mito_protein	HGNC:823	ENSG00000152234	chr18	protein_coding	MIM	ATP5F1A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5F1B	ATP5F1B	core_mito_protein	HGNC:830	ENSG00000110955	chr12	protein_coding	MIM	ATP5F1B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5F1C	ATP5F1C	core_mito_protein	HGNC:833	ENSG00000165629	chr10	protein_coding	MIM	ATP5F1C	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5F1D	ATP5F1D	core_mito_protein	HGNC:837	ENSG00000099624	chr19	protein_coding	MIM	ATP5F1D	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5F1E	ATP5F1E	core_mito_protein	HGNC:838	ENSG00000124172	chr20	protein_coding	MIM	ATP5F1E	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5IF1	ATP5IF1	core_mito_protein	HGNC:871	ENSG00000130770	chr1	protein_coding	Matrix	ATP5IF1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MC1	ATP5MC1	core_mito_protein	HGNC:841	ENSG00000159199	chr17	protein_coding	MIM	ATP5MC1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MC2	ATP5MC2	core_mito_protein	HGNC:842	ENSG00000135390	chr12	protein_coding	MIM	ATP5MC2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MC3	ATP5MC3	core_mito_protein	HGNC:843	ENSG00000154518	chr2	protein_coding	MIM	ATP5MC3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MD	ATP5MK	core_mito_protein	HGNC:30889	ENSG00000173915	chr10	protein_coding	MIM	ATP5MD	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5ME	ATP5ME	core_mito_protein	HGNC:846	ENSG00000169020	chr4	protein_coding	MIM	ATP5ME	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MF	ATP5MF	core_mito_protein	HGNC:848	ENSG00000241468	chr7	protein_coding	MIM	ATP5MF	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MF-PTCD1	ATP5MF-PTCD1	core_mito_protein	HGNC:38844	ENSG00000248919	chr7	protein_coding	unknown	ATP5MF-PTCD1	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MG	ATP5MG	core_mito_protein	HGNC:14247	ENSG00000167283	chr11	protein_coding	MIM	ATP5MG	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5MPL	ATP5MJ	core_mito_protein	HGNC:1188	ENSG00000156411	chr14	protein_coding	MIM	ATP5MPL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5PB	ATP5PB	core_mito_protein	HGNC:840	ENSG00000116459	chr1	protein_coding	MIM	ATP5PB	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5PD	ATP5PD	core_mito_protein	HGNC:845	ENSG00000167863	chr17	protein_coding	MIM	ATP5PD	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5PF	ATP5PF	core_mito_protein	HGNC:847	ENSG00000154723	chr21	protein_coding	MIM	ATP5PF	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATP5PO	ATP5PO	core_mito_protein	HGNC:850	ENSG00000241837	chr21	protein_coding	MIM	ATP5PO	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set1	ATPAF1	ATPAF1	core_mito_protein	HGNC:18803	ENSG00000123472	chr1	protein_coding	Matrix	ATPAF1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATPAF2	ATPAF2	core_mito_protein	HGNC:18802	ENSG00000171953	chr17	protein_coding	Matrix	ATPAF2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	ATPSCKMT	ATPSCKMT	core_mito_protein	HGNC:27029	ENSG00000150756	chr5	protein_coding	MIM	FAM173B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	AUH	AUH	core_mito_protein	HGNC:890	ENSG00000148090	chr9	protein_coding	Matrix	AUH	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	AURKAIP1	AURKAIP1	core_mito_protein	HGNC:24114	ENSG00000175756	chr1	protein_coding	Matrix	AIP;AURKAIP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BAD	BAD	core_mito_protein	HGNC:936	ENSG00000002330	chr11	protein_coding	MOM	BAD	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BAK1	BAK1	core_mito_protein	HGNC:949	ENSG00000030110	chr6	protein_coding	MOM	BAK1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BAX	BAX	core_mito_protein	HGNC:959	ENSG00000087088	chr19	protein_coding	MOM	BAX	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BBC3	BBC3	core_mito_protein	HGNC:17868	ENSG00000105327	chr19	protein_coding	MOM	BBC3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCAT2	BCAT2	core_mito_protein	HGNC:977	ENSG00000105552	chr19	protein_coding	Matrix	BCAM;BCAT2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCKDHA	BCKDHA	core_mito_protein	HGNC:986	ENSG00000248098	chr19	protein_coding	MIM	BCKDHA	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCKDHB	BCKDHB	core_mito_protein	HGNC:987	ENSG00000083123	chr6	protein_coding	MIM	BCKDHB	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCKDK	BCKDK	core_mito_protein	HGNC:16902	ENSG00000103507	chr16	protein_coding	Matrix	BCKDK	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2	BCL2	core_mito_protein	HGNC:990	ENSG00000171791	chr18	protein_coding	MOM	BCL2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2A1	BCL2A1	core_mito_protein	HGNC:991	ENSG00000140379	chr15	protein_coding	MOM	BCL2A1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2L1	BCL2L1	core_mito_protein	HGNC:992	ENSG00000171552	chr20	protein_coding	MOM	BCL2L1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2L10	BCL2L10	core_mito_protein	HGNC:993	ENSG00000137875	chr15	protein_coding	MOM	BCL2L10	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2L11	BCL2L11	core_mito_protein	HGNC:994	ENSG00000153094	chr2	protein_coding	MOM	BCL2L11	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2L13	BCL2L13	core_mito_protein	HGNC:17164	ENSG00000099968	chr22	protein_coding	MOM	BCL2L13	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCL2L2	BCL2L2	core_mito_protein	HGNC:995	ENSG00000129473	chr14	protein_coding	MOM	BCL2L2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCO2	BCO2	core_mito_protein	HGNC:18503	ENSG00000197580	chr11	protein_coding	MIM	BCO2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BCS1L	BCS1L	core_mito_protein	HGNC:1020	ENSG00000074582	chr2	protein_coding	MIM	BCS1L	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BDH1	BDH1	core_mito_protein	HGNC:1027	ENSG00000161267	chr3	protein_coding	MIM	BDH1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BID	BID	core_mito_protein	HGNC:1050	ENSG00000015475	chr22	protein_coding	MOM	BID	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BIK	BIK	core_mito_protein	HGNC:1051	ENSG00000100290	chr22	protein_coding	MOM	BIK	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BLOC1S1	BLOC1S1	core_mito_protein	HGNC:4200	ENSG00000135441	chr12	protein_coding	unknown	BLOC1S1	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set1	BNIP3	BNIP3	core_mito_protein	HGNC:1084	ENSG00000176171	chr10	protein_coding	MOM	BNIP3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BNIP3L	BNIP3L	core_mito_protein	HGNC:1085	ENSG00000104765	chr8	protein_coding	MOM	BNIP3L	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BOK	BOK	core_mito_protein	HGNC:1087	ENSG00000176720	chr2	protein_coding	MOM	BOK	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BOLA1	BOLA1	core_mito_protein	HGNC:24263	ENSG00000178096	chr1	protein_coding	Matrix	BOLA1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BOLA3	BOLA3	core_mito_protein	HGNC:24415	ENSG00000163170	chr2	protein_coding	Matrix	BOLA3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	BPHL	BPHL	core_mito_protein	HGNC:1094	ENSG00000137274	chr6	protein_coding	Matrix	BPHL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C12orf65	MTRFR	core_mito_protein	HGNC:26784	ENSG00000130921	chr12	protein_coding	Matrix	C12orf65	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C15orf48	COXFA4L3	core_mito_protein	HGNC:29898	ENSG00000166920	chr15	protein_coding	Membrane	C15orf48	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C15orf61	C15orf61	core_mito_protein	HGNC:34453	ENSG00000189227	chr15	protein_coding	Matrix	C15orf61	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C16orf91	UQCC4	core_mito_protein	HGNC:27558	ENSG00000174109	chr16	protein_coding	IMS	C16orf91	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C1QBP	C1QBP	core_mito_protein	HGNC:1243	ENSG00000108561	chr17	protein_coding	Matrix	C1QBP	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C2orf69	C2orf69	core_mito_protein	HGNC:26799	ENSG00000178074	chr2	protein_coding	Matrix	C2orf69	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C3orf33	MISO1	core_mito_protein	HGNC:26434	ENSG00000174928	chr3	protein_coding	Matrix	C3orf33	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C5orf63	C5orf63	core_mito_protein	HGNC:40051	ENSG00000164241	chr5	protein_coding	Matrix	C5orf63	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C6orf136	C6orf136	core_mito_protein	HGNC:21301	ENSG00000204564	chr6	protein_coding	Matrix	C6orf136	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	C8orf82	C8orf82	core_mito_protein	HGNC:33826	ENSG00000213563	chr8	protein_coding	Matrix	C8orf82	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CA5A	CA5A	core_mito_protein	HGNC:1377	ENSG00000174990	chr16	protein_coding	Matrix	CA5A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CA5B	CA5B	core_mito_protein	HGNC:1378	ENSG00000169239	chrX	protein_coding	Matrix	CA5B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CARS2	CARS2	core_mito_protein	HGNC:25695	ENSG00000134905	chr13	protein_coding	Matrix	CARS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CASP3	CASP3	core_mito_protein	HGNC:1504	ENSG00000164305	chr4	protein_coding	IMS	CASP3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CASP8	CASP8	core_mito_protein	HGNC:1509	ENSG00000064012	chr2	protein_coding	MOM	CASP8	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CASP9	CASP9	core_mito_protein	HGNC:1511	ENSG00000132906	chr1	protein_coding	IMS	CASP9	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CAT	CAT	core_mito_protein	HGNC:1516	ENSG00000121691	chr11	protein_coding	IMS	CAT	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CBR3	CBR3	core_mito_protein	HGNC:1549	ENSG00000159231	chr21	protein_coding	Matrix	CBR3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CBR4	CBR4	core_mito_protein	HGNC:25891	ENSG00000145439	chr4	protein_coding	Matrix	CBR4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CCDC127	CCDC127	core_mito_protein	HGNC:30520	ENSG00000164366	chr5	protein_coding	Membrane	CCDC127	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CCDC51	CCDC51	core_mito_protein	HGNC:25714	ENSG00000164051	chr3	protein_coding	MIM	CCDC51	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CCDC58	MIX23	core_mito_protein	HGNC:31136	ENSG00000160124	chr3	protein_coding	IMS	CCDC58	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CCDC90B	CCDC90B	core_mito_protein	HGNC:28108	ENSG00000137500	chr11	protein_coding	MIM	CCDC90B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CDK5RAP1	CDK5RAP1	core_mito_protein	HGNC:15880	ENSG00000101391	chr20	protein_coding	Matrix	CDK5RAP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CEP89	CEP89	core_mito_protein	HGNC:25907	ENSG00000121289	chr19	protein_coding	IMS	CEP89	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD1	CHCHD1	core_mito_protein	HGNC:23518	ENSG00000172586	chr10	protein_coding	MIM	CHCHD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD10	CHCHD10	core_mito_protein	HGNC:15559	ENSG00000250479	chr22	protein_coding	IMS	CHCHD10	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD2	CHCHD2	core_mito_protein	HGNC:21645	ENSG00000106153	chr7	protein_coding	IMS	CHCHD2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD3	CHCHD3	core_mito_protein	HGNC:21906	ENSG00000106554	chr7	protein_coding	MIM	CHCHD3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD4	CHCHD4	core_mito_protein	HGNC:26467	ENSG00000163528	chr3	protein_coding	IMS	CHCHD4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD5	CHCHD5	core_mito_protein	HGNC:17840	ENSG00000125611	chr2	protein_coding	IMS	CHCHD5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD6	CHCHD6	core_mito_protein	HGNC:28184	ENSG00000159685	chr3	protein_coding	MIM	CHCHD6	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHCHD7	CHCHD7	core_mito_protein	HGNC:28314	ENSG00000170791	chr8	protein_coding	IMS	CHCHD7	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHDH	CHDH	core_mito_protein	HGNC:24288	ENSG00000016391	chr3	protein_coding	MIM	CHDH	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CHPT1	CHPT1	core_mito_protein	HGNC:17852	ENSG00000111666	chr12	protein_coding	MIM	CHPT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CISD1	CISD1	core_mito_protein	HGNC:30880	ENSG00000122873	chr10	protein_coding	MOM	CISD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CISD3	CISD3	core_mito_protein	HGNC:27578	ENSG00000277972	chr17	protein_coding	Matrix	CISD3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CKMT1A	CKMT1A	core_mito_protein	HGNC:31736	ENSG00000223572	chr15	protein_coding	MIM	CKMT1A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CKMT1B	CKMT1B	core_mito_protein	HGNC:1995	ENSG00000237289	chr15	protein_coding	MIM	CKMT1B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CKMT2	CKMT2	core_mito_protein	HGNC:1996	ENSG00000131730	chr5	protein_coding	MIM	CKMT2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CLPB	CLPB	core_mito_protein	HGNC:30664	ENSG00000162129	chr11	protein_coding	IMS	CLPB	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CLPP	CLPP	core_mito_protein	HGNC:2084	ENSG00000125656	chr19	protein_coding	Matrix	CLPP	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CLPX	CLPX	core_mito_protein	HGNC:2088	ENSG00000166855	chr15	protein_coding	Matrix	CLPX	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CLYBL	CLYBL	core_mito_protein	HGNC:18355	ENSG00000125246	chr13	protein_coding	Matrix	CLYBL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CMC1	CMC1	core_mito_protein	HGNC:28783	ENSG00000187118	chr3	protein_coding	IMS	CMC1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CMC2	CMC2	core_mito_protein	HGNC:24447	ENSG00000103121	chr16	protein_coding	IMS	CMC2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CMC4	CMC4	core_mito_protein	HGNC:35428	ENSG00000182712	chrX	protein_coding	IMS	CMC4;MTCP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	CMPK2	CMPK2	core_mito_protein	HGNC:27015	ENSG00000134326	chr2	protein_coding	Matrix	CMPK2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA1	COA1	core_mito_protein	HGNC:21868	ENSG00000106603	chr7	protein_coding	MIM	COA1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA3	COA3	core_mito_protein	HGNC:24990	ENSG00000183978	chr17	protein_coding	MIM	COA3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA4	COA4	core_mito_protein	HGNC:24604	ENSG00000181924	chr11	protein_coding	IMS	COA4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA5	COA5	core_mito_protein	HGNC:33848	ENSG00000183513	chr2	protein_coding	IMS	COA5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA6	COA6	core_mito_protein	HGNC:18025	ENSG00000168275	chr1	protein_coding	IMS	COA6	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA7	COA7	core_mito_protein	HGNC:25716	ENSG00000162377	chr1	protein_coding	IMS	COA7	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COA8	COA8	core_mito_protein	HGNC:20492	ENSG00000256053	chr14	protein_coding	MIM	APOPT1	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set1	COASY	COASY	core_mito_protein	HGNC:29932	ENSG00000068120	chr17	protein_coding	Matrix	COASY;PPAT	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COMT	COMT	core_mito_protein	HGNC:2228	ENSG00000093010	chr22	protein_coding	Membrane	COMT	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COMTD1	COMTD1	core_mito_protein	HGNC:26309	ENSG00000165644	chr10	protein_coding	Membrane	COMTD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ10A	COQ10A	core_mito_protein	HGNC:26515	ENSG00000135469	chr12	protein_coding	MIM	COQ10A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ10B	COQ10B	core_mito_protein	HGNC:25819	ENSG00000115520	chr2	protein_coding	MIM	COQ10B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ2	COQ2	core_mito_protein	HGNC:25223	ENSG00000173085	chr4	protein_coding	MIM	COQ2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ3	COQ3	core_mito_protein	HGNC:18175	ENSG00000132423	chr6	protein_coding	MIM	COQ3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ4	COQ4	core_mito_protein	HGNC:19693	ENSG00000167113	chr9	protein_coding	MIM	COQ4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ5	COQ5	core_mito_protein	HGNC:28722	ENSG00000110871	chr12	protein_coding	MIM	COQ5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ6	COQ6	core_mito_protein	HGNC:20233	ENSG00000119723	chr14	protein_coding	MIM	COQ6	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ7	COQ7	core_mito_protein	HGNC:2244	ENSG00000167186	chr16	protein_coding	MIM	CLK1;COQ7	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ8A	COQ8A	core_mito_protein	HGNC:16812	ENSG00000163050	chr1	protein_coding	MIM	COQ8A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ8B	COQ8B	core_mito_protein	HGNC:19041	ENSG00000123815	chr19	protein_coding	MIM	COQ8B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set1	COQ9	COQ9	core_mito_protein	HGNC:25302	ENSG00000088682	chr16	protein_coding	MIM	COQ9	TRUE	TRUE
