schema_version	context_id	module_id	test_id	contrast_id	contrast_order	modifier	module_order	module_role	group_1	group_2	group_3	group_4	group_1_donors	group_2_donors	group_3_donors	group_4_donors	group_1_donors_threshold50	group_2_donors_threshold50	group_3_donors_threshold50	group_4_donors_threshold50	minimum_group_donors	coverage_fraction	admitted_genes	coverage_pass	design_rank	residual_df	eligibility_status	model_status	failure_reason	estimate	robust_se	ci_low	ci_high	t_statistic	p_value_score	pc1_estimate.x	pc1_robust_se	pc1_ci_low	pc1_ci_high	pc1_p_value	q_value_score	direction	p_value_camera	q_value_camera	camera_status	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_valid	loo_planned	loo_successful	loo_sign_reversals	loo_largest_change_donor	loo_largest_absolute_change	loo_minimum_estimate	loo_maximum_estimate	balance_planned	balance_successful	balance_same_direction_fraction	balance_valid	threshold50_estimate	threshold50_status	threshold50_agrees	pc1_estimate.y	pc1_status	pc1_agrees	qc_adjusted_estimate	qc_adjusted_same_direction	severe_qc_exclusion_estimate	severe_qc_exclusion_status	severe_qc_same_direction	omission_units	omission_successful	omission_sign_reversals	omission_fraction_retain_half_magnitude	most_influential_omission	stability_status	nci_mean_z_pc1_correlation	pc1_reliable	donor_count_confirmatory	module_coverage_pass	score_q_pass	effect_meets_sesoi	interval_excludes_zero	interval_inside_sesoi	camera_testable	camera_direction_compatible	camera_competitive_q_support	bootstrap_direction_pass	loo_pass	pc1_correlation_pass	pc1_sensitivity_pass	threshold50_sensitivity_pass	balance_direction_pass	omission_pass	severe_qc_exclusion_pass	all_non_donor_support_rules_pass	scientific_status	permitted_sentence
phase13_gate_decisions_v1	excitatory_neurons	mitochondrial_translation_155	excitatory_neurons::apoe_e2_minus_e33__Female::mitochondrial_translation_155	apoe_e2_minus_e33__Female	4	apoe	3	respiration_supporting	AD__Female__e2	NCI__Female__e2	AD__Female__e33	NCI__Female__e33	8	17	37	45	8	17	37	45	8	0.948387096774194	147	TRUE	15	260	eligible	estimated		0.371444476994268	0.674701532507382	-0.957130553979108	1.70001950796764	0.550531544835647	0.582427536023151	0.110777979965414	0.718620641049632	-1.30427948535934	1.52583544529017	0.877608191177599	0.957817869647846	Up	0.692096722827619	0.944631415335757	estimated	0.371444476994268	1000	1000	0.314438744044657	-0.810572116426376	1.5463734200621	0.71	TRUE	275	275	1	21189544	0.388812339655314	-0.0173678626610459	0.551918401128787	1000	1000	0.74	TRUE	0.350885523883477	estimated	TRUE	0.110777979965414	estimated	FALSE	-0.0373944341645399	FALSE	0.362347665775372	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated	0.856508904628686	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mitochondrial_translation_155	excitatory_neurons::apoe_e2_minus_e33__Male::mitochondrial_translation_155	apoe_e2_minus_e33__Male	5	apoe	3	respiration_supporting	AD__Male__e2	NCI__Male__e2	AD__Male__e33	NCI__Male__e33	7	6	28	53	7	6	28	53	6	0.948387096774194	147	TRUE	15	260	eligible	estimated		0.436223598967133	0.888571203060402	-1.31348861710095	2.18593581503522	0.49092700445918	0.623892178291939	-0.293390275257383	0.756329234777038	-1.78270086387529	1.19592031336052	0.698397491695293	0.957817869647846	Up	0.754888104967319	0.944631415335757	estimated	0.436223598967133	1000	1000	0.557870140318762	-1.04366057246137	1.76782135379936	0.74	TRUE	275	275	0	34726040	0.727752434500237	0.124305501391678	1.16397603346737	1000	1000	0.862	TRUE	0.408814262470836	estimated	TRUE	-0.293390275257383	estimated	FALSE	-0.132798747188081	FALSE	0.46734160225694	estimated	TRUE	6	6	0	0.833333333333333	mitochondrial_ribosome	evaluated	0.856508904628686	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mitochondrial_translation_155	excitatory_neurons::apoe_e4_minus_e33__Female::mitochondrial_translation_155	apoe_e4_minus_e33__Female	6	apoe	3	respiration_supporting	AD__Female__e4	NCI__Female__e4	AD__Female__e33	NCI__Female__e33	26	11	37	45	25	11	37	45	11	0.948387096774194	147	TRUE	15	260	eligible	estimated		-0.36104411434932	0.842875053971245	-2.02077467220792	1.29868644350928	-0.428348321199262	0.668752176210512	-0.12422172683303	0.437248044980285	-0.985219971114287	0.736776517448227	0.776560641904654	0.957817869647846	Up	0.247760439720489	0.928715301675688	estimated	-0.36104411434932	1000	1000	-0.271147929978945	-2.19722481669841	0.972174248762702	0.628	TRUE	275	275	1	21159840	0.773712167603037	-0.634166985299145	0.412668053253717	1000	1000	0.503	TRUE	0.412668053253717	estimated	FALSE	-0.12422172683303	estimated	FALSE	-0.102040714452282	TRUE	0.427853719460325	estimated	FALSE	6	6	0	1	mitochondrial_ribosome	evaluated	0.856508904628686	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mitochondrial_translation_155	excitatory_neurons::apoe_e4_minus_e33__Male::mitochondrial_translation_155	apoe_e4_minus_e33__Male	7	apoe	3	respiration_supporting	AD__Male__e4	NCI__Male__e4	AD__Male__e33	NCI__Male__e33	27	10	28	53	27	10	28	53	10	0.948387096774194	147	TRUE	15	260	eligible	estimated		-0.0262961721383422	0.446981263750675	-0.906460389529643	0.853868045252959	-0.0588305915055316	0.953132232800841	0.0350413007944656	0.524746335829287	-0.998252453240296	1.06833505482923	0.946810076912234	0.963841583731187	Up	0.951566594591783	0.99386472359731	estimated	-0.0262961721383422	1000	1000	-0.0223474285877048	-0.878518932174099	0.817659831049484	0.523	TRUE	275	275	21	10260309	0.190286976276243	-0.196960801804058	0.1639908041379	1000	1000	0.537	TRUE	-0.0742089191485156	estimated	TRUE	0.0350413007944656	estimated	FALSE	0.23154930119856	FALSE	-0.030724883742935	estimated	TRUE	6	6	1	0.833333333333333	mitochondrial_ribosome	evaluated	0.856508904628686	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::sex_F_minus_M__e2::mib_micos_inner_membrane_19	sex_F_minus_M__e2	1	sex	4	respiration_supporting	AD__Female__e2	NCI__Female__e2	AD__Male__e2	NCI__Male__e2	8	17	7	6	8	17	7	6	6	0.947368421052632	18	TRUE	15	260	eligible	estimated		-0.0949864104190365	1.07973518200815	-2.22112535299485	2.03115253215677	-0.0879719509022346	0.929966688164887	0.531135462251814	1.14747556545735	-1.72839310181294	2.79066402631657	0.643842569121194	0.957817869647846	Down	0.561707233287053	0.944631415335757	estimated	-0.0949864104190365	1000	1000	-0.209376565765075	-1.97459043699824	1.59994319099006	0.592	TRUE	275	275	8	50101523	0.50771504785046	-0.53042486584325	0.412728637431423	1000	1000	0.627	TRUE	-0.21412841197283	estimated	TRUE	0.531135462251814	estimated	FALSE	0.307476062934433	FALSE	-0.222038392230804	estimated	TRUE	18	18	4	0.777777777777778	gene:IMMT	evaluated	0.205971811354545	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::sex_F_minus_M__e33::mib_micos_inner_membrane_19	sex_F_minus_M__e33	2	sex	4	respiration_supporting	AD__Female__e33	NCI__Female__e33	AD__Male__e33	NCI__Male__e33	37	45	28	53	37	45	28	53	28	0.947368421052632	18	TRUE	15	260	eligible	estimated		0.300169607065102	0.307069719853353	-0.304490591421538	0.904829805551742	0.977529165716679	0.329215900421938	-0.255953962664761	0.301245251356588	-0.849145025480795	0.337237100151273	0.39629965782161	0.957817869647846	Up	0.278305946478229	0.928715301675688	estimated	0.300169607065102	1000	1000	0.256116959262809	-0.332804371808461	0.880229013275733	0.812	TRUE	275	275	0	15144878	0.136428946691395	0.163740660373707	0.383954320081804	1000	1000	0.959	TRUE	0.205881777150477	estimated	TRUE	-0.255953962664761	estimated	FALSE	0.541464908217491	TRUE	0.234940764812665	estimated	TRUE	18	18	0	1	gene:ATAD3B	evaluated	0.205971811354545	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::sex_F_minus_M__e4::mib_micos_inner_membrane_19	sex_F_minus_M__e4	3	sex	4	respiration_supporting	AD__Female__e4	NCI__Female__e4	AD__Male__e4	NCI__Male__e4	26	11	27	10	25	11	27	10	10	0.947368421052632	18	TRUE	15	260	eligible	estimated		-0.56520508213543	1.06414744342232	-2.66064974097734	1.53023957670648	-0.531134182231101	0.595779227411582	0.064296255760488	0.639896907179218	-1.19574394322349	1.32433645474447	0.920041422248538	0.957817869647846	Up	0.579860067919093	0.944631415335757	estimated	-0.56520508213543	1000	1000	-0.500623505226262	-3.06213904934488	1.13635412533648	0.693	TRUE	275	275	1	21159840	0.932457519496456	-0.955634646375521	0.367252437361027	1000	1000	0.473	TRUE	0.367252437361027	estimated	FALSE	0.064296255760488	estimated	FALSE	-0.318150527412166	TRUE	0.369284347401443	estimated	FALSE	18	18	0	0.944444444444444	gene:IMMT	evaluated	0.205971811354545	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	apoe_e2_minus_e33__Female	4	apoe	4	respiration_supporting	AD__Female__e2	NCI__Female__e2	AD__Female__e33	NCI__Female__e33	8	17	37	45	8	17	37	45	8	0.947368421052632	18	TRUE	15	260	eligible	estimated		0.354781540431965	0.571239794556594	-0.770063878142726	1.47962695900666	0.621072873095881	0.535095773087599	0.0104443613624388	0.72773995574058	-1.42257022013034	1.44345894285522	0.988560338466398	0.957817869647846	Up	0.601785875959018	0.944631415335757	estimated	0.354781540431965	1000	1000	0.302098677093548	-0.673324062538014	1.4475160367379	0.726	TRUE	275	275	0	21189544	0.308339582656235	0.0464419577757299	0.518906700715599	1000	1000	0.698	TRUE	0.337612901648554	estimated	TRUE	0.0104443613624388	estimated	FALSE	-0.0611922668002844	FALSE	0.337216616860401	estimated	TRUE	18	18	0	1	gene:CHCHD6	evaluated	0.205971811354545	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	apoe_e2_minus_e33__Male	5	apoe	4	respiration_supporting	AD__Male__e2	NCI__Male__e2	AD__Male__e33	NCI__Male__e33	7	6	28	53	7	6	28	53	6	0.947368421052632	18	TRUE	15	260	eligible	estimated		0.749937557916104	0.974755788502817	-1.1694833111738	2.669358427006	0.769359430086561	0.442378329750351	-0.776645063554136	0.941766288854017	-2.63110531908974	1.07781519198147	0.410315700632466	0.957817869647846	Up	0.180358325106811	0.927557100549314	estimated	0.749937557916104	1000	1000	0.8188543115435	-0.769030739242125	2.46771342331701	0.839	TRUE	275	275	0	50101523	0.477085683461078	0.272851874455026	1.17958549726689	1000	1000	0.946	TRUE	0.757623090771861	estimated	TRUE	-0.776645063554136	estimated	FALSE	0.172796578482774	TRUE	0.794195773903871	estimated	TRUE	18	18	0	1	gene:CHCHD6	evaluated	0.205971811354545	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	apoe_e4_minus_e33__Female	6	apoe	4	respiration_supporting	AD__Female__e4	NCI__Female__e4	AD__Female__e33	NCI__Female__e33	26	11	37	45	25	11	37	45	11	0.947368421052632	18	TRUE	15	260	eligible	estimated		-0.758158700701466	1.00689792513226	-2.74087161540051	1.22455421399758	-0.752964805843529	0.452152286835805	0.172851851060848	0.396763189439345	-0.608426449493043	0.954130151614739	0.663448551292577	0.957817869647846	Up	0.932320541130792	0.99386472359731	estimated	-0.758158700701466	1000	1000	-0.670560635131772	-3.0751064974201	0.768547662544527	0.745	TRUE	275	275	1	21159840	0.967816217096054	-1.17038198315644	0.209657516394588	1000	1000	0.586	TRUE	0.209657516394588	estimated	FALSE	0.172851851060848	estimated	FALSE	-0.485480371956044	TRUE	0.212443360504472	estimated	FALSE	18	18	0	1	gene:MTX3	evaluated	0.205971811354545	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	inconclusive	
phase13_gate_decisions_v1	excitatory_neurons	mib_micos_inner_membrane_19	excitatory_neurons::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	apoe_e4_minus_e33__Male	7	apoe	4	respiration_supporting	AD__Male__e4	NCI__Male__e4	AD__Male__e33	NCI__Male__e33	27	10	28	53	27	10	28	53	10	0.947368421052632	18	TRUE	15	260	eligible	estimated		0.107215988499066	0.485854639800469	-0.849494960003787	1.06392693700192	0.220675032645767	0.825518661465225	-0.147398367364401	0.587940615026917	-1.30512987260794	1.01033313787913	0.802241886500853	0.957817869647846	Up	0.743345932454902	0.944631415335757	estimated	0.107215988499066	1000	1000	0.108077281627907	-0.7991131643581	1.12175483995504	0.574	TRUE	275	275	3	10260309	0.210621245687294	-0.0714567467227503	0.31783723418636	1000	1000	0.58	TRUE	0.0482868561840382	estimated	FALSE	-0.147398367364401	estimated	FALSE	0.374135063673613	TRUE	0.0780997779156943	estimated	TRUE	18	18	0	0.888888888888889	gene:IMMT	evaluated	0.205971811354545	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::sex_F_minus_M__e2::mtdna_oxphos_13	sex_F_minus_M__e2	1	sex	1	direct_respiratory	AD__Female__e2	NCI__Female__e2	AD__Male__e2	NCI__Male__e2	8	16	7	6	8	16	7	6	6	1	13	TRUE	15	258	eligible	estimated		0.174453010765047	0.832381876486722	-1.46467453428858	1.81358055581868	0.209582903824589	0.834158621624151	0.211748121780223	0.817952639935197	-1.39896535065385	1.82246159421429	0.795937509950485	0.957817869647846	Up	0.820137631365063	0.970903271611309	estimated	0.174453010765047	1000	1000	0.194038185514501	-1.15265729615129	1.72586983178354	0.612	TRUE	273	273	4	66406040	0.33871308375131	-0.164260072986263	0.478158990581415	1000	1000	0.687	TRUE	0.167692238629874	estimated	TRUE	0.211748121780223	estimated	TRUE	-0.00691987358578983	FALSE	0.174453010765047	estimated	TRUE	13	13	0	1	gene:MT-ND2	evaluated	0.996806504675456	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	sex_F_minus_M__e33	2	sex	1	direct_respiratory	AD__Female__e33	NCI__Female__e33	AD__Male__e33	NCI__Male__e33	37	45	27	53	37	45	27	51	27	1	13	TRUE	15	258	eligible	estimated		0.20759030836546	0.337729280377612	-0.457466658725912	0.872647275456833	0.614664823059924	0.539317791322078	0.232410508661567	0.341784834581768	-0.440632661390576	0.905453678713709	0.497120036453114	0.957817869647846	Up	0.516718931289363	0.944631415335757	estimated	0.20759030836546	1000	1000	0.229490323036682	-0.395824489939289	0.811691131996164	0.762	TRUE	273	273	0	11371707	0.0833474786293716	0.124242829736089	0.281894614587562	1000	1000	0.831	TRUE	0.184069708213151	estimated	TRUE	0.232410508661567	estimated	TRUE	0.106920597734526	TRUE	0.20759030836546	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated	0.996806504675456	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	sex_F_minus_M__e4	3	sex	1	direct_respiratory	AD__Female__e4	NCI__Female__e4	AD__Male__e4	NCI__Male__e4	26	11	27	10	24	11	26	10	10	1	13	TRUE	15	258	eligible	estimated		-0.0784551307392182	0.508254497345534	-1.07931059147166	0.922400329993223	-0.154361901663373	0.877445072448149	-0.0587885359149551	0.524122119938775	-1.09089054105424	0.973313469224334	0.910779225421052	0.957817869647846	Down	0.627134245089929	0.944631415335757	estimated	-0.0784551307392182	1000	1000	-0.107054806009035	-1.10974592158815	0.887263198331606	0.584	TRUE	273	273	4	11681508	0.214319474170195	-0.241550904441923	0.135864343430977	1000	1000	0.586	TRUE	-0.213669875355983	estimated	TRUE	-0.0587885359149551	estimated	TRUE	-0.270976226133704	TRUE	-0.0784551307392182	estimated	TRUE	13	13	0	1	gene:MT-ATP6	evaluated	0.996806504675456	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	apoe_e2_minus_e33__Female	4	apoe	1	direct_respiratory	AD__Female__e2	NCI__Female__e2	AD__Female__e33	NCI__Female__e33	8	16	37	45	8	16	37	45	8	1	13	TRUE	15	258	eligible	estimated		-0.511182105733775	0.516607995397515	-1.52848728641008	0.506123074942529	-0.989497085387607	0.323347071407726	-0.490564864394744	0.514546010021524	-1.50380958061025	0.522679851820766	0.341283058866713	0.957817869647846	Down	0.250657995957176	0.928715301675688	estimated	-0.511182105733775	1000	1000	-0.493155343362887	-1.37218444593185	0.436215167582052	0.867	TRUE	273	273	0	09650662	0.310830450475297	-0.708028447549758	-0.200351655258478	1000	1000	0.864	TRUE	-0.509586999444236	estimated	TRUE	-0.490564864394744	estimated	TRUE	-0.0762265719434041	TRUE	-0.511182105733775	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated	0.996806504675456	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	apoe_e2_minus_e33__Male	5	apoe	1	direct_respiratory	AD__Male__e2	NCI__Male__e2	AD__Male__e33	NCI__Male__e33	7	6	27	53	7	6	27	51	6	1	13	TRUE	15	258	eligible	estimated		-0.478044808133362	0.743716721708475	-1.94257280748703	0.986483191220301	-0.64277808227196	0.520938922090583	-0.4699024775134	0.73068357840623	-1.9087655930093	0.968960637982496	0.520730481296176	0.957817869647846	Down	0.5798610022662	0.944631415335757	estimated	-0.478044808133362	1000	1000	-0.474968823332823	-1.73308283388649	0.851226637031518	0.785	TRUE	273	273	0	66406040	0.333434578055525	-0.777075038208792	-0.144610230077837	1000	1000	0.787	TRUE	-0.493209529860959	estimated	TRUE	-0.4699024775134	estimated	TRUE	0.0376138993769122	FALSE	-0.478044808133362	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated	0.996806504675456	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	apoe_e4_minus_e33__Female	6	apoe	1	direct_respiratory	AD__Female__e4	NCI__Female__e4	AD__Female__e33	NCI__Female__e33	26	11	37	45	24	11	37	45	11	1	13	TRUE	15	258	eligible	estimated		-0.483595448756469	0.383882786317455	-1.23953796372413	0.272347066211197	-1.25974767817944	0.20889875992033	-0.490137705679074	0.389836545625547	-1.25780437172954	0.277528960371389	0.209785469654776	0.957817869647846	Down	0.151740041627175	0.881071209448111	estimated	-0.483595448756469	1000	1000	-0.522956210056763	-1.2050836599327	0.226313828437947	0.917	TRUE	273	273	0	20963578	0.105439370862215	-0.589034819618684	-0.380843939004547	1000	1000	0.863	TRUE	-0.560732351232486	estimated	TRUE	-0.490137705679074	estimated	TRUE	-0.238635320343517	TRUE	-0.483595448756469	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated	0.996806504675456	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	mtdna_oxphos_13	inhibitory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	apoe_e4_minus_e33__Male	7	apoe	1	direct_respiratory	AD__Male__e4	NCI__Male__e4	AD__Male__e33	NCI__Male__e33	27	10	27	53	26	10	27	51	10	1	13	TRUE	15	258	eligible	estimated		-0.19755000965179	0.469905563127809	-1.12288869596209	0.727788676658514	-0.420403640971705	0.674540541132495	-0.198938661102552	0.486138673866103	-1.15624361158159	0.75836628937649	0.68271623212891	0.957817869647846	Down	0.693296028563756	0.944631415335757	estimated	-0.19755000965179	1000	1000	-0.183891898724757	-1.06083179756883	0.766730109395535	0.647	TRUE	273	273	0	11681508	0.214362728037052	-0.411912737688842	-0.0353938294639679	1000	1000	0.65	TRUE	-0.162992767663352	estimated	TRUE	-0.198938661102552	estimated	TRUE	0.139261503524714	FALSE	-0.19755000965179	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated	0.996806504675456	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	nuclear_oxphos_structural_86	inhibitory_neurons::sex_F_minus_M__e2::nuclear_oxphos_structural_86	sex_F_minus_M__e2	1	sex	2	direct_respiratory	AD__Female__e2	NCI__Female__e2	AD__Male__e2	NCI__Male__e2	8	16	7	6	8	16	7	6	6	0.906976744186046	78	TRUE	15	258	eligible	estimated		-0.318989875566187	0.904619291725751	-2.10036743884647	1.46238768771409	-0.352623339435584	0.724658734258069	-0.214731258113363	0.905523111255481	-1.99788862406449	1.56842610783777	0.812740215290723	0.957817869647846	Down	0.874358814995196	0.970903271611309	estimated	-0.318989875566187	1000	1000	-0.337227874145742	-1.94084043739973	1.20566052384848	0.649	TRUE	273	273	0	34726040	0.412100368167144	-0.731090243733332	-0.0841517225634365	1000	1000	0.697	TRUE	-0.365983102693193	estimated	TRUE	-0.214731258113363	estimated	TRUE	-0.184282485955597	TRUE	-0.318989875566187	estimated	TRUE	5	5	0	1	complex_I	evaluated	0.995750752641785	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	nuclear_oxphos_structural_86	inhibitory_neurons::sex_F_minus_M__e33::nuclear_oxphos_structural_86	sex_F_minus_M__e33	2	sex	2	direct_respiratory	AD__Female__e33	NCI__Female__e33	AD__Male__e33	NCI__Male__e33	37	45	27	53	37	45	27	51	27	0.906976744186046	78	TRUE	15	258	eligible	estimated		-0.21415745428984	0.28190403871867	-0.76928327811958	0.340968369539901	-0.759682107653524	0.448138205941044	-0.230514309174032	0.286493347224367	-0.794677405675047	0.333648787326982	0.421787798444559	0.957817869647846	Up	0.748508579269219	0.944631415335757	estimated	-0.21415745428984	1000	1000	-0.209006210234965	-0.778145553651977	0.363238345490934	0.775	TRUE	273	273	0	10101327	0.116904643640551	-0.274855717413492	-0.097252810649289	1000	1000	0.893	TRUE	-0.103377512901238	estimated	FALSE	-0.230514309174032	estimated	TRUE	-0.121821689926073	TRUE	-0.21415745428984	estimated	TRUE	5	5	0	1	complex_V	evaluated	0.995750752641785	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	inhibitory_neurons	nuclear_oxphos_structural_86	inhibitory_neurons::sex_F_minus_M__e4::nuclear_oxphos_structural_86	sex_F_minus_M__e4	3	sex	2	direct_respiratory	AD__Female__e4	NCI__Female__e4	AD__Male__e4	NCI__Male__e4	26	11	27	10	24	11	26	10	10	0.906976744186046	78	TRUE	15	258	eligible	estimated		0.208554794972956	0.583668251915811	-0.940805535800379	1.35791512574629	0.357317353288282	0.721146346165148	0.243626314981304	0.594909534984227	-0.927870365993404	1.41512299595601	0.68249916017132	0.957817869647846	Up	0.504557768471628	0.944631415335757	estimated	0.208554794972956	1000	1000	0.239216353148509	-0.978609742506988	1.32161901282214	0.663	TRUE	273	273	1	10260309	0.277623618753365	-0.0690688237804089	0.419156032839026	1000	1000	0.738	TRUE	0.297938898074705	estimated	TRUE	0.243626314981304	estimated	TRUE	0.190963912970204	TRUE	0.208554794972956	estimated	TRUE	5	5	0	1	complex_I	evaluated	0.995750752641785	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
