schema_version	audit_id	candidate_id	phase18_context	route_id	qtl_source_id	cohort	modality	cell_type	biosample_type	tissue_category	context_match	eligible	release_component	variant_class	source_file	source_bytes	source_sha256	target_rows	source_significant_rows	explicit_is_hmt_false_rows	min_qtl_p	min_qtl_fdr	max_pip	credible_set_rows	target_ids	event_ids	evidence_state
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_indel_hmt.20260330.bed.gz	3429924	2b2231c7666ab4508cdef248ab02612cb5190ad1a8035cf1a067b933f4b79a90	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_snp_hmt.20260330.bed.gz	10458327	9d020b563400d6155905b74a7300ef55bc84e9e90462639607134e50d31c5b62	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_snp_hmt.20260330.bed.gz	10458327	9d020b563400d6155905b74a7300ef55bc84e9e90462639607134e50d31c5b62	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_indel_hmt.20260330.bed.gz	3545978	70afd39af9086daeb2eaa4f80fbe48b638ce2d141020ad5e4e3f4cc80513bd55	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_indel_hmt.20260330.bed.gz	3545978	70afd39af9086daeb2eaa4f80fbe48b638ce2d141020ad5e4e3f4cc80513bd55	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_snp_hmt.20260330.bed.gz	11024629	bc162cca2faead554af1965ad2287aa4b2a0b26ed3331b47d4a68e79951a4c5a	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_snp_hmt.20260330.bed.gz	11024629	bc162cca2faead554af1965ad2287aa4b2a0b26ed3331b47d4a68e79951a4c5a	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_hmt.20260330.bed.gz	2246673	6983b2de26f1c9e5b335a52639ffb5640f8febe6cf548fc3f36e0af98e0223ee	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_hmt.20260330.bed.gz	2246673	6983b2de26f1c9e5b335a52639ffb5640f8febe6cf548fc3f36e0af98e0223ee	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_hmt.20260330.bed.gz	6777746	ca780a0a5c9db3c24e035d8bf2c189da58a807a52c06992a14d6d86f5d553006	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_hmt.20260330.bed.gz	6777746	ca780a0a5c9db3c24e035d8bf2c189da58a807a52c06992a14d6d86f5d553006	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_indel_hmt.20260330.bed.gz	127910	fd722873378e6e4250de590268938655b8b902a804be3b8c415551788cc9ac39	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_indel_hmt.20260330.bed.gz	127910	fd722873378e6e4250de590268938655b8b902a804be3b8c415551788cc9ac39	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_snp_hmt.20260330.bed.gz	361805	8281e4d8ae6babf0fd6160b43892761ae4111cdf745c5c2b8dde840d94d0978d	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_snp_hmt.20260330.bed.gz	361805	8281e4d8ae6babf0fd6160b43892761ae4111cdf745c5c2b8dde840d94d0978d	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__single_context_finemapping_all__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_indel_scfmAll.20260330.bed.gz	517180	caae2504ed966539ed8c3b2c82ba0c8bc75c6aa787469c2bad151217614acf40	1	0	1	2.89680000157e-05	0.190734968103	0.0353238174401	0	ENSG00000115268	AC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__single_context_finemapping_all__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_indel_scfmAll.20260330.bed.gz	517180	caae2504ed966539ed8c3b2c82ba0c8bc75c6aa787469c2bad151217614acf40	1	0	1	2.89680000157e-05	0.190734968103	0.0353238174401	0	ENSG00000115268	AC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__single_context_finemapping_all__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_snp_scfmAll.20260330.bed.gz	1715418	f17f7c1839b49b83ffca99273595631fcec15758f838f635ce829a2ff18fc0bd	2	0	2	3.75128397047e-06	0.0754897631824	0.197041838213	0	ENSG00000115268	AC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032__single_context_finemapping_all__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	NG00184.v1	ROSMAP	eQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.AC.NGFGXQTL0032_v1_19_snp_scfmAll.20260330.bed.gz	1715418	f17f7c1839b49b83ffca99273595631fcec15758f838f635ce829a2ff18fc0bd	2	0	2	3.75128397047e-06	0.0754897631824	0.197041838213	0	ENSG00000115268	AC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__single_context_finemapping_all__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_indel_scfmAll.20260330.bed.gz	479485	5660057e1c3b5deea07155b2be3f4935c7ae8f24f6252ef66ff2bd9eedccc107	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__single_context_finemapping_all__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_indel_scfmAll.20260330.bed.gz	479485	5660057e1c3b5deea07155b2be3f4935c7ae8f24f6252ef66ff2bd9eedccc107	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__single_context_finemapping_all__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_snp_scfmAll.20260330.bed.gz	1610552	336697819c4407138f917e7067dddc703c71906cb80ac77374aca0648d2176ba	3	0	3	4.19601288304e-06	0.177617225339	0.0964105298067	0	ENSG00000115268	DLPFC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033__single_context_finemapping_all__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_snp_scfmAll.20260330.bed.gz	1610552	336697819c4407138f917e7067dddc703c71906cb80ac77374aca0648d2176ba	3	0	3	4.19601288304e-06	0.177617225339	0.0964105298067	0	ENSG00000115268	DLPFC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__single_context_finemapping_all__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_scfmAll.20260330.bed.gz	469946	dcea805a8dbd86f0aed1c3cd2e0e58c22049f412d8cfed6010c6933c4f8a7bf8	2	0	2	2.82268270252e-05	0.561945461707	0.0417423730481	0	ENSG00000115268	PCC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__single_context_finemapping_all__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_scfmAll.20260330.bed.gz	469946	dcea805a8dbd86f0aed1c3cd2e0e58c22049f412d8cfed6010c6933c4f8a7bf8	2	0	2	2.82268270252e-05	0.561945461707	0.0417423730481	0	ENSG00000115268	PCC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__single_context_finemapping_all__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_scfmAll.20260330.bed.gz	1463768	2d7ba11a43a3dd75211e7777adae47e35e738118328da30869358f2090bae334	1	0	1	5.71763236137e-05	0.561945461707	0.0304791177617	0	ENSG00000115268	PCC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035__single_context_finemapping_all__snp	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	TRUE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_scfmAll.20260330.bed.gz	1463768	2d7ba11a43a3dd75211e7777adae47e35e738118328da30869358f2090bae334	1	0	1	5.71763236137e-05	0.561945461707	0.0304791177617	0	ENSG00000115268	PCC_DeJager_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__single_context_finemapping_all__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_indel_scfmAll.20260330.bed.gz	275396	1b3b1b9b83a1a981ca421baea1a0d8f20ab707d00b4a1412cf86d639c93d1f3c	1	0	1	0.000254826851552	0.471524975176	0.0267086481135	0	ENSG00000115268	monocyte_ROSMAP_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__single_context_finemapping_all__indel	GS045	OPCs	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	single_context_finemapping_all	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_indel_scfmAll.20260330.bed.gz	275396	1b3b1b9b83a1a981ca421baea1a0d8f20ab707d00b4a1412cf86d639c93d1f3c	1	0	1	0.000254826851552	0.471524975176	0.0267086481135	0	ENSG00000115268	monocyte_ROSMAP_eQTL_ENSG00000115268	measured_no_source_significant_signal
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034__single_context_finemapping_all__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	NG00184.v1	ROSMAP	eQTL	Monocyte	Primary cell	Brain	context_not_eligible	FALSE	single_context_finemapping_all	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_snp_scfmAll.20260330.bed.gz	611503	ab5d2a8a25a277d7c1530a675be84e22773c578cdfc5257c33cefcbbc4c5dedc	3	0	3	7.21927553402e-05	0.471524975176	0.0555739090548	0	ENSG00000115268	monocyte_ROSMAP_eQTL_ENSG00000115268	measured_no_source_significant_signal
