schema_version	trait	gene	ensembl_gene_id	chromosome	window_start	window_end	variant_rows	regional_min_p	regional_lead_variant	genome_wide_significant	priority_tier
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	LIPE	ENSG00000079435	19	41401514	43427388	15364	8.646e-06	rs149179344	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	LPCAT3	ENSG00000111684	12	5976185	8018477	15641	9.961e-07	rs3919533	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	LUZP2	ENSG00000187398	11	23496970	26082638	26304	1.395e-05	rs76291167	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MAGEF1	ENSG00000177383	3	183710364	185712064	14327	1.169e-06	rs9837978	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MANBA	ENSG00000109323	4	101630770	103760994	16355	0.000202	rs867778989	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MAP1LC3A	ENSG00000101460	20	33546854	35560345	12602	2.46e-05	rs201338261	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MAP1LC3B	ENSG00000140941	16	86383953	88404779	22832	2.929e-06	rs16941239	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MAP2K2	ENSG00000126934	19	3090321	5124122	18122	1.879e-05	rs1468297	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MAP3K2	ENSG00000169967	2	126298668	128388465	16994	6.479999999999999e-90	rs6733839	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MAPKAPK5-AS1	ENSG00000234608	12	110839758	112842902	10991	0.0001313	rs117996564	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MBNL1	ENSG00000152601	3	151243828	153465780	16683	2.792e-05	rs11925846	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MCF2L2	ENSG00000053524	3	182178041	184428778	15706	1.169e-06	rs9837978	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MCFD2	ENSG00000180398	2	45901870	47941855	18100	4.687e-05	rs7558419	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MDH1	ENSG00000014641	2	62588609	64607197	12811	0.0002108	rs183054756	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MEIS2	ENSG00000134138	15	35889204	38101299	16925	2.642e-05	rs6495941	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	METTL21A	ENSG00000144401	2	206580631	208625928	15068	7.375e-05	rs146167086	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	METTL26	ENSG00000130731	16	0	1636366	16665	6.647e-05	rs9930550	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MIB1	ENSG00000101752	18	20704957	22870953	10919	0.000154	rs147770084	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MIPOL1	ENSG00000151338	14	36197894	38579125	16972	0.0002808	rs537667315	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MKLN1	ENSG00000128585	7	130110096	132496632	17045	4.294e-05	rs190813432	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MMP25-AS1	ENSG00000261971	16	2037400	4059370	16184	1.014e-06	rs181782815	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MOAP1	ENSG00000165943	14	92182199	94184923	16508	2.077e-15	rs12590654	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MSH4	ENSG00000057468	1	74796882	76913242	16252	1.339e-05	rs1768544	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MSMO1	ENSG00000052802	4	164327667	166343164	17519	0.0003286	rs115813372	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MT3	ENSG00000087250	16	55589074	57591088	15472	0.0003737	rs776058397	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MTR	ENSG00000116984	1	235795260	237921278	18417	9.051e-05	rs112988543	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	MYO9A	ENSG00000066933	15	70822291	73118577	14627	3.959e-05	rs150129162	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NAB2	ENSG00000166886	12	56089043	58095476	11801	0.0003088	rs774211	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NAF1	ENSG00000145414	4	162110073	164166890	16826	0.0004579	rs150629440	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NCEH1	ENSG00000144959	3	171630249	173711218	15150	6.843e-05	rs11715367	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NCOA1	ENSG00000084676	2	23491254	25770702	15153	1.213e-05	rs185123021	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NDFIP2	ENSG00000102471	13	78481155	80556077	15495	9.589e-05	rs71436546	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NECAP1	ENSG00000089818	12	7076939	9097881	14244	4.854e-05	rs61922636	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NEDD9	ENSG00000111859	6	10183298	12382348	18482	2.489e-05	rs17406952	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NFKBIA	ENSG00000100906	14	34401079	36404749	14571	0.0002814	rs150230372	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NHP2	ENSG00000145912	5	177149463	179153894	14982	5.9e-06	rs337388	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NIPBL	ENSG00000164190	5	35876769	38066413	16097	0.0003013	rs141829828	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NLRP1	ENSG00000091592	17	4499415	6619424	19378	6.585e-13	rs57402520	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NNT-AS1	ENSG00000248092	5	42571594	44603230	16121	0.0001383	rs184525364	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NOXA1	ENSG00000188747	9	136423350	138434406	13390	3.713e-05	rs4979655	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NRBP2	ENSG00000185189	8	142833583	144840973	15121	2.934e-12	rs34173062	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NRSN2-AS1	ENSG00000225377	20	0	1348490	11296	6.72e-07	rs144693124	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NSMF	ENSG00000165802	9	136447570	138459334	13168	3.713e-05	rs4979655	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	NUP85	ENSG00000125450	17	74205659	76235758	16426	1.733e-05	rs188231350	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	OGA	ENSG00000198408	10	100784443	102818465	12449	8.469e-06	rs140931470	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	OST4	ENSG00000228474	2	26070472	28071654	11720	9.059e-05	rs180949310	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	P4HA1	ENSG00000122884	10	72007217	74096974	12966	2.874e-05	rs377289919	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	P4HTM	ENSG00000178467	3	47989889	50007153	10121	0.0001868	rs143815076	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PACS2	ENSG00000179364	14	104300563	106398147	11709	3.38e-10	rs28577986	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PAFAH1B1	ENSG00000007168	17	1593210	3685615	17815	4.792e-07	rs35048651	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PAPOLA	ENSG00000090060	14	95501433	97567116	17320	0.0002461	rs55654626	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PBXIP1	ENSG00000163346	1	153944076	155956123	11478	4.481e-05	rs6667222	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PCBP4	ENSG00000090097	3	50957454	52974016	11885	0.0001376	rs765968246	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PCYOX1	ENSG00000116005	2	69257386	71281185	15242	9.58e-05	rs1048753	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PDE5A	ENSG00000138735	4	118494397	120628804	16351	0.0001837	rs60684528	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PDS5B	ENSG00000083642	13	31586452	33778019	16047	5.598e-05	rs556062277	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PER3	ENSG00000049246	1	6784291	8845177	15287	3.301e-05	rs537264759	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PEX7	ENSG00000112357	6	135822564	137913934	15184	0.000527	rs182067776	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PFDN5	ENSG00000123349	12	52295291	54299452	14334	9.992e-06	rs148927433	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PGAM1	ENSG00000171314	10	96426191	98433444	15199	2.028e-05	rs147732362	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PGK1	ENSG00000102144	X	76910739	79129295	0	NA		False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PHF10	ENSG00000130024	6	168703902	170725566	16881	7.819e-05	rs537251356	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PHF11	ENSG00000136147	13	48495610	50528981	15202	8.694e-07	rs112193159	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PHF3	ENSG00000118482	6	62635802	64779336	17145	6.051e-05	rs185062823	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PHTF2	ENSG00000006576	7	76798773	78957503	16347	3.53e-05	rs139047401	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PIGZ	ENSG00000119227	3	195946356	197969060	15925	0.0002873	rs181129560	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PIK3CA	ENSG00000121879	3	178148114	180240093	14897	0.000278	rs567998031	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PIP5K1A	ENSG00000143398	1	150197949	152249536	12462	0.0001536	rs146748985	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PKM	ENSG00000067225	15	71199029	73231819	13452	3.959e-05	rs150129162	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PLCG2	ENSG00000197943	16	80779279	82962685	25922	2.207e-12	rs12444183	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PNMA8A	ENSG00000182013	19	45466491	47471563	15048	4.799e-21	rs148726219	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	POLL	ENSG00000166169	10	100578882	102588270	12458	6.359e-05	rs750866	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	POLR2K	ENSG00000147669	8	99150623	101154003	12994	1.785e-08	rs1693551	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	POLR3F	ENSG00000132664	20	17466878	19484648	17358	8.343e-05	rs59926713	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	POP1	ENSG00000104356	8	97117293	99159835	13423	0.0001141	rs531733285	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PPM1B	ENSG00000138032	2	43167969	45244384	17811	2.314e-06	rs6761129	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PPP2R1B	ENSG00000137713	11	110726908	112766389	14007	1.299e-05	rs188798529	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PPP4C	ENSG00000149923	16	29075978	31085376	9424	4.613e-12	rs1140239	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PPP4R4	ENSG00000119698	14	93146128	95279734	17841	8.048e-05	rs181263422	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PQBP1	ENSG00000102103	X	47890197	49903402	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PRDX1	ENSG00000117450	1	44510914	46542732	13524	8.868e-06	rs78861936	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PRKX	ENSG00000183943	X	2604340	4713649	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PRTFDC1	ENSG00000099256	10	23848614	25952606	17327	0.0001383	rs118146883	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PSMB6	ENSG00000142507	17	3796144	5798502	17535	6.585e-13	rs57402520	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PSMG3-AS1	ENSG00000230487	7	570073	2589626	21871	1.793e-05	rs10952168	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PTGES3	ENSG00000110958	12	55663341	57688408	11401	0.0001014	rs117711057	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PTMA	ENSG00000187514	2	230706895	232713551	15140	0.0001026	rs188281898	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PTPN2	ENSG00000175354	18	11785478	13929643	18219	7.019e-05	rs12232654	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	PURB	ENSG00000146676	7	43876299	45885530	14474	6.629e-05	rs139430652	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RAB11A	ENSG00000103769	15	64726054	66891989	16004	3.276e-05	rs7175296	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RAB28	ENSG00000157869	4	12361354	14484365	18871	9.591e-05	rs794090	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RABAC1	ENSG00000105404	19	40956681	42959321	14505	8.646e-06	rs149179344	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RAD21	ENSG00000164754	8	115845934	117874776	14031	5.406e-05	rs76009865	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RAN	ENSG00000132341	12	129872037	131877678	17903	6.267e-05	rs1344180518	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RBM22	ENSG00000086589	5	149690792	151701077	15586	3.417e-06	rs871269	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RBM4	ENSG00000173933	11	65638667	67668374	12848	1.468e-05	rs77779142	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RC3H1	ENSG00000135870	1	172931084	175022357	14342	7.803e-05	rs139507618	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	REC8	ENSG00000100918	14	23171853	25180257	15631	0.0001337	rs537708952	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RECK	ENSG00000122707	9	35036913	37124455	15223	2.798e-05	rs12685317	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RFLNA	ENSG00000178882	12	122973241	125316024	18726	2.309e-06	rs78850541	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RFTN2	ENSG00000162944	2	196568224	198676045	13127	0.0008596	rs146581743	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RGS11	ENSG00000076344	16	0	1275980	13005	6.647e-05	rs9930550	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RIC3	ENSG00000166405	11	7106056	9169055	17775	5.472e-06	rs11605782	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RIOK2	ENSG00000058729	5	96160867	98183247	17371	8.329e-05	rs11739478	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RIPK1	ENSG00000137275	6	2063824	4115187	17788	3.656e-06	rs316349	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RNF121	ENSG00000137522	11	70929018	72997597	15476	4.306e-05	rs35404771	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RNF7	ENSG00000114125	3	140738249	142747560	14370	0.0003488	rs781067485	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL11	ENSG00000142676	1	22691742	24696835	14435	8.157e-06	rs6695656	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL15	ENSG00000174748	3	22916591	24924374	17466	2.677e-05	rs545795382	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL18	ENSG00000063177	19	47615328	49619184	16766	0.0001547	rs11881884	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL21	ENSG00000122026	13	26251362	28256691	16807	8.303e-05	rs11619983	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL23A	ENSG00000198242	17	27719985	29724359	11492	1.344e-05	rs190501781	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL29	ENSG00000162244	3	50993522	52995895	11848	0.0001376	rs765968246	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL30	ENSG00000156482	8	97024851	99046469	13310	0.0001141	rs531733285	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL32	ENSG00000144713	3	11834485	13841582	16893	1.143e-05	rs535177264	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL35A	ENSG00000182899	3	196950190	198956610	8925	0.000192	rs749855828	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL36	ENSG00000130255	19	4674947	6691875	18410	7.172e-06	rs61064939	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL36AL	ENSG00000165502	14	48618530	50620626	15260	1.787e-05	rs75498922	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL38	ENSG00000172809	17	73203582	75210655	17184	1.05e-05	rs62064069	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL6	ENSG00000089009	12	111405189	113418838	11503	2.54e-06	rs6489896	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL7A	ENSG00000148303	9	132348218	134351426	18985	0.000306	rs80128971	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL7L1	ENSG00000146223	6	41879616	43889925	13886	4.234e-05	rs111342015	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPL8	ENSG00000161016	8	143789765	145792587	8347	2.934e-12	rs34173062	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPLP1	ENSG00000137818	15	68452814	70456205	14632	0.0002931	rs139314934	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPLP2	ENSG00000177600	11	0	1812880	16098	0.000168	rs1132435	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS11	ENSG00000142534	19	48496365	50499708	16465	5.711e-06	rs8103552	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS13	ENSG00000110700	11	16074388	18077715	13612	8.997e-05	rs11605342	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS14	ENSG00000164587	5	149442635	151449739	15286	3.417e-06	rs871269	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS15	ENSG00000115268	19	438358	2440495	20114	4.089e-30	rs12151021	True	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS19	ENSG00000105372	19	40860255	42872925	14249	8.646e-06	rs149179344	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS23	ENSG00000186468	5	81273320	83278396	15031	0.0002439	rs11952916	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS25	ENSG00000118181	11	118015712	120018691	14871	2.575e-05	rs536511953	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS27A	ENSG00000143947	2	54231903	56235853	17972	0.0003173	rs143559937	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS4X	ENSG00000198034	X	71255679	73277248	0	NA		False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS6	ENSG00000137154	9	18375715	20380236	18547	5.065e-05	rs2383111	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS6KA5	ENSG00000100784	14	89847861	92060641	16764	7.505e-06	rs7153206	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RPS7	ENSG00000171863	2	2575260	4580920	18608	0.0003238	rs571766184	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RRAGA	ENSG00000155876	9	18049427	20051025	18550	5.065e-05	rs2383111	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RXRA	ENSG00000186350	9	133317098	135440585	21671	0.000306	rs80128971	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RYBP	ENSG00000163602	3	71371825	73446621	15767	7.647e-05	rs11710834	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	RYR2	ENSG00000198626	1	236042184	238833988	25326	9.051e-05	rs112988543	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SAMD12	ENSG00000177570	8	117189455	119622112	19127	5.617e-05	rs144060460	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SAMD4B	ENSG00000179134	19	38342421	40385710	16445	0.0001093	rs201970009	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SAP18	ENSG00000150459	13	20140119	22149097	16629	0.0004245	rs575627778	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SARAF	ENSG00000133872	8	29063003	31083208	14128	0.0002307	rs10103794	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SAT2	ENSG00000141504	17	6626234	8627876	15253	2.121e-07	rs58840546	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SCAND1	ENSG00000171222	20	34953617	36959472	12469	2.46e-05	rs201338261	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SCNM1	ENSG00000163156	1	150156664	152170296	12224	0.0001536	rs146748985	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SECISBP2	ENSG00000187742	9	88318500	90359663	17058	6.389e-05	rs57641147	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SELENBP1	ENSG00000143416	1	150364304	152372707	12318	0.0001536	rs146748985	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SELENOM	ENSG00000198832	22	30104772	32120069	16402	1.959e-05	rs8142121	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SELENOW	ENSG00000178980	19	46778677	48784686	15241	6.41e-05	rs17206581	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SEMA3B	ENSG00000012171	3	49267558	51277546	10486	0.0002405	rs2236952	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SEMA4B	ENSG00000185033	15	89160604	91229679	16563	4.899e-05	rs11306801	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SEPHS2	ENSG00000179918	16	29443631	31445874	8501	4.613e-12	rs1140239	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SERF2	ENSG00000140264	15	42777087	44804427	10207	0.001139	rs186425991	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SF3B6	ENSG00000115128	2	23067586	25076373	14527	1.213e-05	rs185123021	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SHANK3	ENSG00000251322	22	49674415	51733212	10690	0.0001505	rs186066172	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SHMT1	ENSG00000176974	17	17327860	19363563	11279	3.625e-06	rs3830673	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SLC11A1	ENSG00000018280	2	217382029	219396894	13978	6.451e-05	rs186337382	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SLC35D2	ENSG00000130958	9	95313444	97383711	15671	4.57e-05	rs10991384	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SLC41A2	ENSG00000136052	12	103801801	105958744	16962	5.693e-05	rs557472526	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SMAP2	ENSG00000084070	1	39344850	41423326	15402	1.121e-05	rs12137814	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SMARCA1	ENSG00000102038	X	128446501	130523500	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SMARCAD1	ENSG00000163104	4	93207611	95291292	16977	3.24e-06	rs60826912	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SMIM13	ENSG00000224531	6	10093834	12138733	17335	2.489e-05	rs17406952	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SMIM19	ENSG00000176209	8	41541155	43555195	14305	0.0001819	rs555162683	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SNAP25-AS1	ENSG00000227906	20	9006381	11368831	18178	5.29e-05	rs7273516	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SNED1	ENSG00000162804	2	239998618	242095568	19399	4.68e-05	rs57575374	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SNX30	ENSG00000148158	9	111750760	113881671	16145	7.2e-05	rs7875752	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SPACA6	ENSG00000182310	19	50688346	52712387	18256	1.099e-05	rs12609179	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SPATS2L	ENSG00000196141	2	199305881	201482264	13018	0.0001512	rs57210488	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SPCS1	ENSG00000114902	3	51704955	53711148	13225	0.0001376	rs765968246	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SRSF7	ENSG00000115875	2	37743599	39751494	16558	0.0002097	rs8192671	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SSB	ENSG00000138385	2	168791933	170812064	16080	0.0001819	rs3214428	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SSNA1	ENSG00000176101	9	136188660	138190370	15727	3.713e-05	rs4979655	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SSR2	ENSG00000163479	1	155009048	157020951	11698	6.692e-05	rs2735657	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	STAG3	ENSG00000066923	7	99177563	101214387	12351	2.133e-18	rs7384878	True	P3
